name,url,image,startDate,endDate,description,description_fr,location,city,region,page,region_abbr
Das Energi Festival 2025,https://www.musicfestivalwizard.com/festivals/das-energi-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2012/02/Das_Fest_Logo.jpg,2025-08-08,2025-08-09,"This small EDM-centric Utah festival has stepped up to the next level in recent years, gaining national recognition for its production and lineup. Not many venues can match the atmosphere of The Great Saltair, a historical Utah icon that overlooks the stark beauty of the Great Salt Lake and the sharp backdrop of the Wasatch Range mountains.","This Le petit festival de l'Utah centré sur l'EDM est passé à le niveau au cours des dernières années, obtenant une reconnaissance nationale pour sa gamme de production et. Not many venues can match the atmosphere of The Great Saltair, a historical Utah icon that overlooks the stark beauty of the Great Salt Lake and the Fonctionnaire net de le Mountains de plage Wasatch.",The Great Saltair,Salt Lake City,Utah,14,UT
Domefest 2025,https://www.musicfestivalwizard.com/festivals/domefest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/11/Pigeon-Lake-Fest-Logo.jpg,2025-08-07,2025-08-09,"Domefest, hosted by Pigeons Playing Ping Pong, returns for a weekend of camping and music.","Domefest, hébergé par des pigeons jouant au ping-pong, revient pour un week-end de camping et de la musique.",ACE Adventure Resort,New River Gorge,West Virginia,14,WV
Fresh Wave Festival 2025,https://www.musicfestivalwizard.com/festivals/fresh-wave-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/07/Fresh-Wave-Festival-Hero.jpg,2025-08-07,2025-08-09,"For ten years, Fresh Wave Festival has been bringing bumping beats to the Balkans. Taking place in the historic Kastel Fortress of Banja Luka, this is a weekend of camping and celebrating amazing house and techno artists from around the world.","Pour dix ans, fraîcheur wave Le festival a apporté des battements de coups à les Balkans. Se déroulant dans la forteresse historique Kastel de Banja Luka, c'est un week-end de camping et célèbre des artistes techno incroyables de la maison et de environ le monde.",Kastel Fortress,Banja Luka,BiH,14,BIH
Grape Festival 2025,https://www.musicfestivalwizard.com/festivals/grape-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2019/12/Grape-Festival-Hero.jpg,2025-08-08,2025-08-09,"'2020 will definitely be the last festival edition that will take place at Piešťany Airport, so we will say our final goodbye to this area in the summer. Knowing this, you can already guess the theme of the festival.'","'2020 sera certainement The Dernière édition du festival qui aura lieu à l'aéroport de Piešťany, nous dirons donc notre dernier adieu à cette zone en The Summer. Sachant cela, vous pouvez déjà deviner le thème du festival le. '",Piešťany Airport,Piešťany,Slovakia,14,SK
Great British Beer Festival 2025,https://www.musicfestivalwizard.com/festivals/great-british-beer-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/04/Great-British-Beer-Festival-FI.jpg,2025-08-05,2025-08-09,"The Great British Beer Festival is one of the biggest, most exciting and well-known annual events in the beer and cider world dating back to 1977. It brings hundreds of UK beers, international beers and real ciders and perries under one roof. As well as the huge range of drinks, you can enjoy a varied selection of street food and live music in the afternoons and evenings.","Le Great britannique bière Le festival est l'un des événements annuels le la plus excitante et des événements annuels bien connus dans le monde en 1977. et Real Ciders et perries sous un même toit. En plus de la immense gamme de boissons, vous pouvez profiter d'une sélection variée de nourriture de rue et Musique live en les après-midi et soirs.",NEC Birmingham,Birmingham,United Kingdom,14,UK
Haldern Pop Festival 2025,https://www.musicfestivalwizard.com/festivals/haldern-pop-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/06/Haldern_Pop_Logo.jpg,2025-08-07,2025-08-09,"Haldern Pop is an open-air summertime festival that takes place in the rolling meadows of the lower Rhine in Rees. This cozy festival keeps the attendance under 5,000 people while still fielding a world-class lineup of pop and indie rock.",Haldern POP est un festival d'été ouvert qui se déroule dans le Rolling Meadows de le Rhine inférieure en rees. This Festival confortable maintient la présence de moins de 5 000 personnes tout en alignant une gamme de classe mondiale de pop et indie rock.,Rees Park,Haldern,Germany,14,DE
Hellsinki Metal Festival 2025,https://www.musicfestivalwizard.com/festivals/hellsinki-metal-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/09/Hellsinki-2025.jpg,2025-08-08,2025-08-09,"Hellsinki Metal Festival complements the city's already existing great event offer. The new outdoor festival will be organized in the area of ​​the Helsinki ice hall on Nordenskjöldinkatu, more familiarly called Nordis.","Hellsinki Metal Festival complète Offre d'événements déjà existante de la ville. Le Le nouveau festival en plein air sera organisé dans la zone de le Helsinki Ice Hall sur Nordenskjölkinkatu, plus familièrement appelé Nordis.",Nordenskiöldinkatu,Helsinki,Finland,15,FI
JamPacked Festival 2025,https://www.musicfestivalwizard.com/festivals/jampacked-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/JamPacked-2025-Lineup-Poster.jpg,2025-08-09,2025-08-09,"It's craft beer and jam bands during this single day festival held at Brown's Island in Richmond, Virginia.","C'est de la bière artisanale et des bandes de confiture lors de ce festival d'une seule journée qui s'est tenu à Brown's Island à Richmond, en Virginie.",Brown's Island,Richmond,Virginia,15,VA
Leyendas Del Rock 2025,https://www.musicfestivalwizard.com/festivals/leyendas-del-rock-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/01/Leyendas-Del-Rock-2025-Lineup-Poster.jpg,2025-08-06,2025-08-09,"Leyendas del Rock is a Spanish heavy metal festival held annually in Villena, Alicante. It showcases a mix of legendary rock and metal bands alongside emerging acts from Spain and around the world.","Leyendas del Rock est un festival de heavy metal espagnol tenu chaque année à Villena, Alicante. Il présente un mélange de bandes métalliques légendaires et aux côtés d'actes émergents de l'Espagne et autour de le monde.",Municipal Sports Centre of Villena,Villena,Spain,15,ES
Lovefest 2025,https://www.musicfestivalwizard.com/festivals/lovefest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/07/Lovefest_2017.jpg,2025-08-07,2025-08-09,"'The extremely budget-friendly Lovefest is a solid addition to the quickly growing Balkan electronic music festival circuit. In the United States and England, we have all these archaic laws about noise past midnight, but Serbia has no such qualms, and the music stays bumping literally into the dawn. The gates don’t open until sunset, and it’s empty until around midnight, at which point you can barely move until sunrise.' - 100nightsofsummer.com","'Le extrêmement budgétaire lovefest est un ajout solide à le Circuit du festival de musique électronique des Balkans. Dans les États-Unis et Angleterre, nous avons toutes ces lois archaïques sur le bruit après minuit, mais la Serbie n'a pas de tels scrupules, et la musique reste littéralement en le Dawn. Les portes ne s'ouvrent pas avant le coucher du soleil, et Il est vide jusqu'à minuit, à quel point vous pouvez à peine bouger jusqu'au lever du soleil. - 100nightsofsummer.com",City Park Lake,Vrnjačka Banja,Serbia,15,RS
Neon Nights 2025,https://www.musicfestivalwizard.com/festivals/neon-nights-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/11/Neon-Nights.jpg,2025-08-08,2025-08-09,This two-day country festival lights up the night in Ohio this August.,This Festival de country de deux jours s'allume la nuit en Ohio en août.,Clay’s Resort Jellystone Park,North Lawrence,Ohio,15,OH
Neopop 2025,https://www.musicfestivalwizard.com/festivals/neopop-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2019/02/Neopop_Logo.jpg,2025-08-07,2025-08-09,"Dip your toes into the Atlantic Ocean during three days of partying at the electronic Neopop Festival. Mixing live performances and DJ sets, the Portuguese fest has become a mecca for techno fans across Europe. The tiny coastal town of Viana do Castelo where Neopop lives is filled with the character and history of the region.","Trempez vos orteils dans le atlantic Océan pendant trois jours de fête au festival électronique Neopop Neopop. Mélange des performances en direct et sets de dj, le Fest portugais est devenu un Mecque pour les fans de techno à travers Europe. La petite ville côtière de Viana do Castelo où neopop vie est rempli de le caractère et Histoire de la région la région.",Castelo Santiago da Barra,Viana do Castelo,Portugal,15,PT
Oya Festival 2025,https://www.musicfestivalwizard.com/festivals/oya-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/09/OYA_Logo.jpg,2025-08-05,2025-08-09,"Øya Festival is the largest outdoor festival in Norway, taking place on the east side of Oslo at the beautiful Tøyenparken. 60,000 festies are drawn every August for four days of a wonderfully curated international lineup that pulls in some heavy hitters as headliners. Øya Festival also prides itself on its sustainability and their groundbreaking green initiatives.","Le festival Øya est le le plus grand festival de plein air en Norvège, qui se déroule sur le côté est d'Oslo à le Beau Tøyenparken. 60 000 fêtes sont dessinées en août pendant quatre jours d'une programmation internationale merveilleusement organisée qui attire des frappeurs lourds en tant que têtes d'affiche. Øya Festival est également fier de sa durabilité et leurs initiatives vertes révolutionnaires.",Tøyen Park,Oslo,Norway,15,NO
Picture On Festival 2025,https://www.musicfestivalwizard.com/festivals/picture-on-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/02/Picture_On_Logo.jpg,2025-08-08,2025-08-09,"For two decades, Picture On Festival has been rocking Austria. You'll find 30+ acts over 3 days at this camping fest.","Pour Deux décennies, photo sur le festival a fait basculer l'Autriche. Vous 'trouveront plus de 30 actes sur 3 jours à ce festival de camping.",Festivalgelände Bildein,Unterbildein,Austria,15,AT
Positivus Festival 2025,https://www.musicfestivalwizard.com/festivals/positivus-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/03/Positivus_Festival_Logo.jpg,2025-08-08,2025-08-09,"One of our picks for a undiscovered gem – Positivus takes place in the pretty coastal town of Salacgriva in Latvia. The lineup includes international headliners, underground talent, and plenty of art – all of which combine into one super-chill festival. Camp in grassy fields, see artists performing in the forests, and dip your toes into the Baltic Sea.","Un de nos choix pour un joyau non découverte - positivus se déroule dans la jolie ville côtière de Salacgriva en Lettonie. La gamme comprend des têtes d'affiche internationales, des talents underground, et beaucoup d'art - qui se combinent tous en un seul festival de super-chill. Camp Dans les champs herbeux, voir des artistes se produisant dans les forêts, et trempez vos orteils dans le Baltique Sea.",Salacgriva Beach,Riga,Lucavsala,15,LU
